,"Jan 21 - 31, 25","Feb 25","Mar 25","Apr 25","May 25","Jun 25","Jul 25","Aug 25","Sep 25","Oct 25","Nov 25","Dec 25","TOTAL"
,"Qty","Amount","% of Sales","Avg Price","Qty","Amount","% of Sales","Avg Price","Qty","Amount","% of Sales","Avg Price","Qty","Amount","% of Sales","Avg Price","Qty","Amount","% of Sales","Avg Price","Qty","Amount","% of Sales","Avg Price","Qty","Amount","% of Sales","Avg Price","Qty","Amount","% of Sales","Avg Price","Qty","Amount","% of Sales","Avg Price","Qty","Amount","% of Sales","Avg Price","Qty","Amount","% of Sales","Avg Price","Qty","Amount","% of Sales","Avg Price","Qty","Amount","% of Sales","Avg Price"
"Uncategorized","","",,"","","",,"","","",,"","","",,"","","",,"","","",,"","","",,"","","",,"","","",,"","","",,"","","",,"","","",,"",,,,""
"Inventory","","",,"","","",,"","","",,"","","",,"","","",,"","","",,"","","",,"","","",,"","","",,"","","",,"","","",,"","","",,"",,,,""
"BU- 0537000034 (0537000034  Baffle Strainer 400/630-PREVIO  REF# 130 345x450x20  )",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,402,1161.78,0.1%,2.89,536,1549.04,0.1%,2.89,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,938.00,2710.82,0.0%,2.89
"BU- 0537000043 (0537000043  PSB 290 FILTER MATERIAL   240x420x20  (9.4""x16.5"") w ...",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,200,1032.00,0.1%,5.16,200.00,1032.00,0.0%,5.16
"BU-0537000015 (0537000015  Baffle Strainer 063/100 B&E-JPN  REF#130, 205x180x20)",0.00,0.00,0.0%,0.00,370,329.30,0.0%,0.89,573,509.97,0.0%,0.89,271,241.19,0.0%,0.89,191,169.99,0.0%,0.89,769,684.41,0.1%,0.89,0.00,0.00,0.0%,0.00,103,91.67,0.0%,0.89,122,108.58,0.0%,0.89,1543,1373.27,0.1%,0.89,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,3942.00,3508.38,0.0%,0.89
"BU-0537000017 (0537000017  Baffle Strainer 021 Exhaust  65x95x15, POS#130)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,7,3.36,0.0%,0.48,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,56,26.88,0.0%,0.48,0.00,0.00,0.0%,0.00,63.00,30.24,0.0%,0.48
"BU-0537000042 (0537000042  Baffle Strainer 400/630  REF# 130 240 x 420 x 20)",0.00,0.00,0.0%,0.00,600,1932.00,0.2%,3.22,300,966.00,0.1%,3.22,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,800,2576.00,0.2%,3.22,400,1288.00,0.1%,3.22,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,300,966.00,0.1%,3.22,1000,3220.00,0.4%,3.22,600,1932.00,0.1%,3.22,4000.00,12880.00,0.1%,3.22
"BU-0537000051 (0537000051  Baffle Strainer 160/250 B,  REF#130, 452x237x20)",0.00,0.00,0.0%,0.00,100,285.00,0.0%,2.85,0.00,0.00,0.0%,0.00,100,285.00,0.0%,2.85,0.00,0.00,0.0%,0.00,100,285.00,0.0%,2.85,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,300.00,855.00,0.0%,2.85
"BU-0537503047 (0537503047  Baffle Stainer 250C  REF# 130 166x156x15)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,400,532.00,0.0%,1.33,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,400,532.00,0.1%,1.33,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,800.00,1064.00,0.0%,1.33
"BU-0537524514 (0537524514  Baffle Strainer 165/205/255  305 D, POS# 130)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,900,2484.00,0.1%,2.76,800,2208.00,0.2%,2.76,0.00,0.00,0.0%,0.00,900,2484.00,0.2%,2.76,2200,6072.00,0.4%,2.76,0.00,0.00,0.0%,0.00,200,552.00,0.1%,2.76,0.00,0.00,0.0%,0.00,900,2484.00,0.3%,2.76,0.00,0.00,0.0%,0.00,5900.00,16284.00,0.1%,2.76
"CANISTER",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,280,40199.60,2.2%,143.57,72,7800.48,0.7%,108.34,192,28481.28,1.4%,148.34,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,21,5272.89,0.5%,251.09,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,565.00,81754.25,0.5%,144.70
"Carbon Media Cut (Carbon Media Cut)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,200,314.00,0.0%,1.57,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,200.00,314.00,0.0%,1.57
"CCP-310-PCB (45lb Box Puracarb)",900,4833.00,0.9%,5.37,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,900.00,4833.00,0.0%,5.37
"CCP-610-PKL (31lb Box 'Purakol')",200,962.00,0.2%,4.81,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,200.00,962.00,0.0%,4.81
"CCP-903-PCA (55lb Box 'PuraCarb AM')",600,4032.00,0.8%,6.72,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,600.00,4032.00,0.0%,6.72
"Celpad 40 (12 x 12 x 40"" CelDek w/T Edge)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,80,6167.20,0.3%,77.09,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,80.00,6167.20,0.0%,77.09
"Celpad 48 (12 x 12 x 48"" CelDek w/T Edge)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,80,6488.00,0.4%,81.10,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,80.00,6488.00,0.0%,81.10
"Celpad 63 (12 x 12 x 63"" CelDek w/T Edge)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,40,3694.00,0.2%,92.35,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,40.00,3694.00,0.0%,92.35
"CF80MAX. (CF80MAX)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,240,17037.44,1.6%,70.99,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,240.00,17037.44,0.1%,70.99
"Cleanova",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,2,2702.28,0.1%,1351.14,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,2.00,2702.28,0.0%,1351.14
"CMBF 3-40NN (CMBF 3-40NN   40' CMBF Filter 3Mic MLT-BLWM  PP Cut End no Gskt)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,24,620.16,0.1%,25.84,0.00,0.00,0.0%,0.00,24.00,620.16,0.0%,25.84
"CONICAL",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,21,6208.23,0.6%,295.63,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,21.00,6208.23,0.0%,295.63
"CPS-PL (CP MEDIA in Pails)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,200,3246.00,0.2%,16.23,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,200.00,3246.00,0.0%,16.23
"Cranks (XX"" Crank w/washer & gaskets / No Nuts)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,180,4915.32,0.3%,27.31,180.00,4915.32,0.0%,27.31
"D15 Drif Dek",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,288,67367.04,3.8%,233.91,30,6870.00,0.6%,229.00,276,76515.48,3.7%,277.23,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,594.00,150752.52,1.0%,253.79
"Delivery Fee (Delivery Fee)",30,4990.00,0.9%,166.33,41,6276.98,0.6%,153.10,41,14433.34,0.8%,352.03,28,4726.00,0.4%,168.79,50,7350.56,0.4%,147.01,40,5380.00,0.5%,134.50,64,7729.00,0.5%,120.77,57,6815.98,0.7%,119.58,35,4770.00,0.5%,136.29,56,7708.00,0.8%,137.64,38,4806.22,0.5%,126.48,54,8562.98,0.4%,158.57,534.00,83549.06,0.6%,156.46
"DM620-00-C (HILCO Demister Cartridge)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,8,1622.00,0.1%,202.75,4,819.00,0.1%,204.75,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,8,1873.60,0.2%,234.20,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,20.00,4314.60,0.0%,215.73
"DM639-00-C (HILCO Demister Filter Cartridge)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,4,1129.00,0.1%,282.25,0.00,0.00,0.0%,0.00,4.00,1129.00,0.0%,282.25
"DM839-00-C (HILCO Demister Filter Cartridge)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,18,7086.24,0.6%,393.68,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,18.00,7086.24,0.0%,393.68
"E15/400 (White Pre-filtration Media for GT   (40"" x 46'))",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,100,4261.00,0.2%,42.61,2,390.00,0.0%,195.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,2,390.00,0.0%,195.00,0.00,0.00,0.0%,0.00,2,390.00,0.0%,195.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,102,4651.00,0.2%,45.60,208.00,10082.00,0.1%,48.47
"ED101E00000SF00 (AmerKleen M80 Pad 24x24x4 in.  Impregnated Glass Fiber Filter Pad)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,100,1625.00,0.1%,16.25,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,100.00,1625.00,0.0%,16.25
"EFS MNPO LVCube -1/1 (White Cube 16x16x16)",0.00,0.00,0.0%,0.00,50,431.00,0.0%,8.62,50,431.00,0.0%,8.62,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,100.00,862.00,0.0%,8.62
"Equipment Rentals (Equipment Rentals)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,9,13500.00,0.8%,1500.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,1,1470.00,0.1%,1470.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,10.00,14970.00,0.1%,1497.00
"EVAPCO PARTS",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,1,160282.00,7.7%,160282.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,1.00,160282.00,1.1%,160282.00
"F-CUBE-V1224-CVC (Pre-filter Carbon cube for 12x24x12 V4-Bank Filters)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,2,45.20,0.0%,22.60,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,2.00,45.20,0.0%,22.60
"F-CUBE-V2424-CVC (Pre-filter Carbon cube for 24x24x12 V4-Bank Filters)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,4,104.48,0.0%,26.12,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,4.00,104.48,0.0%,26.12
"F-SOCK-26 (Pre-filter sock for 26"" canister filters (no Velcro strap))",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,1480,22436.80,1.3%,15.16,0.00,0.00,0.0%,0.00,427,6373.78,0.3%,14.93,50,758.00,0.1%,15.16,0.00,0.00,0.0%,0.00,1115,16707.90,1.6%,14.98,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,200,3190.00,0.2%,15.95,3272.00,49466.48,0.3%,15.12
"F-SOCK-3V600 (Reverse prefilter glove for CamGT 3V600)",0.00,0.00,0.0%,0.00,180,4959.00,0.4%,27.55,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,180.00,4959.00,0.0%,27.55
"F-SOCK-GDX (One Piece Pre-filter sock for GDX style filters)",0.00,0.00,0.0%,0.00,1850,42139.50,3.8%,22.78,530,14553.80,0.8%,27.46,64,2422.40,0.2%,37.85,505,14681.52,0.7%,29.07,0.00,0.00,0.0%,0.00,1400,37912.00,2.7%,27.08,504,14681.52,1.4%,29.13,64,2422.40,0.2%,37.85,22,526.60,0.1%,23.94,505,14681.52,1.6%,29.07,680,22249.60,1.2%,32.72,6124.00,166270.86,1.1%,27.15
"F-SOCK-V1224 (Pre-Filter sock for 12x24x12 V4-Bank Filters)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,14,284.80,0.0%,20.34,8,138.88,0.0%,17.36,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,22.00,423.68,0.0%,19.26
"F-SOCK-V2424 (Pre-Filter sock for 24x24x12 V4-Bank Filters)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,41,951.01,0.1%,23.20,106,2379.70,0.2%,22.45,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,21,471.45,0.1%,22.45,42,942.90,0.0%,22.45,210.00,4745.06,0.0%,22.60
"F-STRAP-CMPST (Pre-Filter Velcro Strap for Composite Style Filters)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,152,521.36,0.0%,3.43,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,152,521.36,0.1%,3.43,0.00,0.00,0.0%,0.00,152,521.36,0.0%,3.43,456.00,1564.08,0.0%,3.43
"F-WRAP-22V (Pre-filter wrap for 22"" canister filters with Velcro strap)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,248,4359.92,0.2%,17.58,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,385,4142.60,0.4%,10.76,0.00,0.00,0.0%,0.00,48,734.88,0.1%,15.31,0.00,0.00,0.0%,0.00,681.00,9237.40,0.1%,13.56
"F-WRAP-26-CYN (Pre-filter wrap for 26"" Cylindrical filters with Velcro strap)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,192,2167.68,0.1%,11.29,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,2,20.35,0.0%,10.18,800,8880.00,0.9%,11.10,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,994.00,11068.03,0.1%,11.13
"F-WRAP-26S (Pre-filter wrap for 26"" canister filters Sewn)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,336,4300.80,0.5%,12.80,0.00,0.00,0.0%,0.00,336.00,4300.80,0.0%,12.80
"F-WRAP-26V (Pre-filter wrap for 26"" canister filters with Velcro strap)",0.00,0.00,0.0%,0.00,240,3096.00,0.3%,12.90,256,4193.28,0.2%,16.38,308,5139.44,0.4%,16.69,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,128,2206.72,0.2%,17.24,256,4413.44,0.5%,17.24,171,3148.78,0.2%,18.41,1359.00,22197.66,0.1%,16.33
"F-WRAP-34V (Pre-filter wrap for 34"" canister  w/Velcro strap)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,138,3713.58,0.2%,26.91,138.00,3713.58,0.0%,26.91
"F-WRAP-36V (Pre-filter wrap for 36"" canister  w/Velcro strap)",0.00,0.00,0.0%,0.00,400,6680.00,0.6%,16.70,0.00,0.00,0.0%,0.00,315,5783.40,0.5%,18.36,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,715.00,12463.40,0.1%,17.43
"F-WRAP-40S (Pre-Filter 40"" canister filter sewn)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,384,6182.40,0.7%,16.10,0.00,0.00,0.0%,0.00,384.00,6182.40,0.0%,16.10
"F-WRAP-CMPST (Pre-filter inner wrap w/ Velcro Strap)",200,1946.00,0.4%,9.73,0.00,0.00,0.0%,0.00,200,6028.00,0.3%,30.14,1242,8951.50,0.8%,7.21,2280,29037.70,1.4%,12.74,152,1995.76,0.2%,13.13,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,130,1901.90,0.2%,14.63,152,1995.76,0.2%,13.13,2036,26792.04,3.0%,13.16,153,1995.76,0.1%,13.04,6545.00,80644.42,0.5%,12.32
"FA190856-S-SS (LM6000 Composite w. SS Expanded Cage)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,608,97048.96,8.3%,159.62,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,608.00,97048.96,0.6%,159.62
"FB-875 (HILCO Gasket)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,2,50.00,0.0%,25.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,2.00,50.00,0.0%,25.00
"Filter Element",0.00,0.00,0.0%,0.00,7,15967.63,1.4%,2281.09,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,7.00,15967.63,0.1%,2281.09
"Filter Testing",0.00,0.00,0.0%,0.00,3,3750.00,0.3%,1250.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,1,4264.49,0.2%,4264.49,4.00,8014.49,0.1%,2003.62
"FLK-A060095-PF (A060095-PF   Spencer Turbine Filter P/N ELE90044)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,13,1494.87,0.1%,114.99,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,13.00,1494.87,0.0%,114.99
