,"Jan 21 - 31, 25","Feb 25","Mar 25","Apr 25","May 25","Jun 25","Jul 25","Aug 25","Sep 25","Oct 25","Nov 25","Dec 25","TOTAL"
,"Qty","Amount","% of Sales","Avg Price","Qty","Amount","% of Sales","Avg Price","Qty","Amount","% of Sales","Avg Price","Qty","Amount","% of Sales","Avg Price","Qty","Amount","% of Sales","Avg Price","Qty","Amount","% of Sales","Avg Price","Qty","Amount","% of Sales","Avg Price","Qty","Amount","% of Sales","Avg Price","Qty","Amount","% of Sales","Avg Price","Qty","Amount","% of Sales","Avg Price","Qty","Amount","% of Sales","Avg Price","Qty","Amount","% of Sales","Avg Price","Qty","Amount","% of Sales","Avg Price"
"Uncategorized","","",,"","","",,"","","",,"","","",,"","","",,"","","",,"","","",,"","","",,"","","",,"","","",,"","","",,"","","",,"",,,,""
"Inventory","","",,"","","",,"","","",,"","","",,"","","",,"","","",,"","","",,"","","",,"","","",,"","","",,"","","",,"","","",,"",,,,""
"2484-2ply (24x84 2Ply Poly Panel)",0.00,0.00,0.0%,0.00,1,28.31,0.0%,28.31,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,1,28.31,0.0%,28.31,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,1,28.31,0.0%,28.31,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,1,28.31,0.0%,28.31,0.00,0.00,0.0%,0.00,4.00,113.24,0.0%,28.31
"25120-2ply (25x120 2-Ply Poly Link)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,3,127.38,0.0%,42.46,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,3,127.38,0.0%,42.46,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,6.00,254.76,0.0%,42.46
"25120-3-Ply (25x120 3-Ply Poly Panel)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,4,267.24,0.0%,66.81,4,267.24,0.0%,66.81,0.00,0.00,0.0%,0.00,4,267.24,0.0%,66.81,0.00,0.00,0.0%,0.00,4,267.24,0.0%,66.81,0.00,0.00,0.0%,0.00,4,267.24,0.0%,66.81,0.00,0.00,0.0%,0.00,4,267.24,0.0%,66.81,24.00,1603.44,0.0%,66.81
"3040-3Ply (30x40 3-Ply Poly Panel)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,2,95.58,0.0%,47.79,1,53.18,0.0%,53.18,1,42.40,0.0%,42.40,1,53.18,0.0%,53.18,0.00,0.00,0.0%,0.00,2,95.58,0.0%,47.79,0.00,0.00,0.0%,0.00,1,53.18,0.0%,53.18,0.00,0.00,0.0%,0.00,2,95.58,0.0%,47.79,10.00,488.68,0.0%,48.87
"3143-T (3143-T Rolled Cotton and Wood with Spiral Seamed Tin Plated Steel Center ...",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,14,1452.50,0.1%,103.75,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,14.00,1452.50,0.0%,103.75
"3820-11-001-A (HILCO Filter Cartridge GE Part #B984C302AP012 equiv to pall #HC902...",0.00,0.00,0.0%,0.00,42,5802.72,0.5%,138.16,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,1,116.62,0.0%,116.62,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,13,1796.08,0.2%,138.16,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,56.00,7715.42,0.1%,137.78
"3830-12-091-C (3830-12-091-C Hilco Filter Cartridge)",0.00,0.00,0.0%,0.00,6,3765.12,0.3%,627.52,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,6.00,3765.12,0.0%,627.52
"3830-14-099-C (3830-14-099-C Hilco Filter Cartridge)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,12,4677.96,0.3%,389.83,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,8,3118.64,0.3%,389.83,0.00,0.00,0.0%,0.00,20.00,7796.60,0.1%,389.83
"42Cx72 (42Cx72, BAG IN BAG OUT)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,1,133.33,0.0%,133.33,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,1.00,133.33,0.0%,133.33
"56Cx72 (56Cx72, BAG IN BAG OUT)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,1,141.66,0.0%,141.66,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,1.00,141.66,0.0%,141.66
"60Cx72 (60Cx72, BAG IN BAG OUT)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,2,258.46,0.0%,129.23,0.00,0.00,0.0%,0.00,5,625.00,0.1%,125.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,7.00,883.46,0.0%,126.21
"64Cx72 (64Cx72, BAG IN BAG OUT)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,12,1819.56,0.1%,151.63,0.00,0.00,0.0%,0.00,2,293.32,0.0%,146.66,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,14.00,2112.88,0.0%,150.92
"70-013-SCE-25 (Neoprene Sponge, 70-013-SCE-25,   .71 x 23.375 Closed Cell)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,1436,1169.80,0.1%,0.81,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,1436.00,1169.80,0.0%,0.81
"70-014-SCE-25 (Neoprene 70-014-SCE- .25 X .71 X 22.625.  Closed Cell)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,540,513.00,0.0%,0.95,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,540,513.00,0.0%,0.95,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,1080.00,1026.00,0.0%,0.95
"70Cx72 (70Cx72, BAG IN BAG OUT)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,17,2853.79,0.1%,167.87,0.00,0.00,0.0%,0.00,12,1860.96,0.1%,155.08,0.00,0.00,0.0%,0.00,18,3200.52,0.3%,177.81,13,2199.99,0.2%,169.23,6,998.82,0.1%,166.47,4,608.80,0.0%,152.20,70.00,11722.88,0.1%,167.47
"80Cx96 (80Cx96, BAG IN BAG OUT)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,12,2376.84,0.2%,198.07,0.00,0.00,0.0%,0.00,2,383.32,0.0%,191.66,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,14.00,2760.16,0.0%,197.15
"82604A (82604A  Fleetguard Winslow Rolled Cotton Sock Filter)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,16,2462.72,0.2%,153.92,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,16.00,2462.72,0.0%,153.92
"832-3Ply (8x32 3-Ply Poly Panel)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,19,212.80,0.0%,11.20,19,212.80,0.0%,11.20,0.00,0.00,0.0%,0.00,19,212.80,0.0%,11.20,0.00,0.00,0.0%,0.00,19,212.80,0.0%,11.20,0.00,0.00,0.0%,0.00,19,212.80,0.0%,11.20,0.00,0.00,0.0%,0.00,19,212.80,0.0%,11.20,114.00,1276.80,0.0%,11.20
"84Cx96 (84Cx96, BAG IN BAG OUT)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,6,1188.42,0.1%,198.07,1,192.07,0.0%,192.07,5,1041.65,0.1%,208.33,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,12.00,2422.14,0.0%,201.85
"90Cx96 (90Cx96, BAG IN BAG OUT)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,2,369.24,0.0%,184.62,0.00,0.00,0.0%,0.00,24,4962.48,0.3%,206.77,0.00,0.00,0.0%,0.00,13,2842.97,0.3%,218.69,22,4569.18,0.4%,207.69,4,743.00,0.1%,185.75,5,934.19,0.0%,186.84,70.00,14421.06,0.1%,206.02
"9107M23P02 (9107M23P02  Gasket Drive Clutch Back)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,6,300.00,0.0%,50.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,6.00,300.00,0.0%,50.00
"99-0018PH-3-04-11-23 (#18PH HALF SIZE PLASTIC MODULE FILLED CPS)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,4,824.60,0.0%,206.15,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,4.00,824.60,0.0%,206.15
"99-0018PH-3-04-11-24 (#18PH HALF SIZE PLASTIC MODULE FILLED CHS)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,20,3500.00,0.2%,175.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,20.00,3500.00,0.0%,175.00
"A-6 Industrial Metal (A-6 Industrial Filter  18 3/4"" x 15 3/8"" x 0.50"")",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,20,932.20,0.1%,46.61,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,25,989.75,0.1%,39.59,45.00,1921.95,0.0%,42.71
"A3/300 Cut Pad (Cut Piece A3/300)",0.00,0.00,0.0%,0.00,20,3758.20,0.3%,187.91,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,20,3758.20,0.2%,187.91,0.00,0.00,0.0%,0.00,4,57.40,0.0%,14.35,20,3758.20,0.4%,187.91,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,64.00,11332.00,0.1%,177.06
"A447059-Seal Kit (Kaydon Seal Kit A447059-seal kit)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,2,735.28,0.0%,367.64,2.00,735.28,0.0%,367.64
"A910266 (A910266 KAYDON Filter Element)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,4,2085.00,0.2%,521.25,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,4.00,2085.00,0.0%,521.25
"A910267 (A910267 Kaydon Filter Element)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,8,4374.00,0.4%,546.75,5,3484.25,0.3%,696.85,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,13.00,7858.25,0.1%,604.48
"AA1624-00-C (HILCO Gas Filter)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,3,12947.10,0.7%,4315.70,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,2,8134.00,0.4%,4067.00,5.00,21081.10,0.1%,4216.22
"ACCNA","","",,"","","",,"","","",,"","","",,"","","",,"","","",,"","","",,"","","",,"","","",,"","","",,"","","",,"","","",,"",,,,""
"P15/350-801770 (80x1770  (3.2""x70"") Cut Piece P15/350S)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,158,2017.66,0.2%,12.77,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,158.00,2017.66,0.0%,12.77
"Total ACCNA",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,158.00,2017.66,0.2%,12.77,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,158.00,2017.66,0.0%,12.77
"AFC-12024-2P-M10 (FILTER, INLET AIR, 24"" X 120"" (5, 24"" PANELS)  TWO LAYER PROGRE...",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,71,2830.06,0.2%,39.86,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,71.00,2830.06,0.0%,39.86
"AFC-1224-CPP (12x24 Carbon Poly Panel)",0.00,0.00,0.0%,0.00,55,1002.10,0.1%,18.22,55,1002.10,0.1%,18.22,55,1002.10,0.1%,18.22,55,1002.10,0.0%,18.22,55,1002.10,0.1%,18.22,55,1002.10,0.1%,18.22,53,985.27,0.1%,18.59,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,383.00,6997.87,0.0%,18.27
"AFC-12351-SW (Synthetic Poly-pad, 12x35x1"" thick (white))",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,210,1146.60,0.1%,5.46,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,210,1146.60,0.1%,5.46,0.00,0.00,0.0%,0.00,210,1146.60,0.1%,5.46,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,210,1146.60,0.1%,5.46,840.00,4586.40,0.0%,5.46
"AFC-1616-CPP (16x16 Carbon Poly Panel)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,15,334.20,0.0%,22.28,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,15.00,334.20,0.0%,22.28
"AFC-16251-SW (Synthetic Poly-pad, 16x25x1"" thick (white))",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,2,10.50,0.0%,5.25,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,2,10.50,0.0%,5.25,0.00,0.00,0.0%,0.00,2,10.50,0.0%,5.25,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,2,10.50,0.0%,5.25,8.00,42.00,0.0%,5.25
"AFC-1837-CPP (18x37 Carbon Poly Panel)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,1,22.28,0.0%,22.28,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,1,22.28,0.0%,22.28,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,1,23.45,0.0%,23.45,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,1,23.45,0.0%,23.45,4.00,91.46,0.0%,22.87
"AFC-2024-CPP (20x24 Carbon Poly Panel)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,10,294.60,0.0%,29.46,15,441.90,0.0%,29.46,0.00,0.00,0.0%,0.00,15,441.90,0.0%,29.46,0.00,0.00,0.0%,0.00,10,294.60,0.0%,29.46,0.00,0.00,0.0%,0.00,15,441.90,0.0%,29.46,0.00,0.00,0.0%,0.00,15,441.90,0.0%,29.46,80.00,2356.80,0.0%,29.46
"AFC-2025-CPP (20x25 Carbon Poly Panel)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,2,58.92,0.0%,29.46,2,58.92,0.0%,29.46,0.00,0.00,0.0%,0.00,2,58.92,0.0%,29.46,0.00,0.00,0.0%,0.00,2,58.92,0.0%,29.46,0.00,0.00,0.0%,0.00,2,58.92,0.0%,29.46,0.00,0.00,0.0%,0.00,2,58.92,0.0%,29.46,12.00,353.52,0.0%,29.46
"AFC-2030-CPP (20x30 Carbon Poly Panel)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,6,133.20,0.0%,22.20,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,6,133.20,0.0%,22.20,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,6,140.16,0.0%,23.36,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,6,140.16,0.0%,23.36,24.00,546.72,0.0%,22.78
"AFC-2424-CPP (24x24 Carbon Poly Panel)",0.00,0.00,0.0%,0.00,100,2210.00,0.2%,22.10,730,16574.60,0.9%,22.70,216,5175.64,0.4%,23.96,100,2210.00,0.1%,22.10,207,4968.46,0.5%,24.00,109,2417.18,0.2%,22.18,216,5303.52,0.5%,24.55,0.00,0.00,0.0%,0.00,116,2965.64,0.3%,25.57,0.00,0.00,0.0%,0.00,107,2758.46,0.1%,25.78,1901.00,44583.50,0.3%,23.45
"AFC-DFCC (Deep Cleansing of Coils)",0.00,0.00,0.0%,0.00,4,9230.16,0.8%,2307.54,1,0.00,0.0%,0.00,3,4530.00,0.4%,1510.00,7,18070.00,0.9%,2581.43,8,31166.40,3.0%,3895.80,6,6110.55,0.4%,1018.43,2,1433.21,0.1%,716.61,6,11620.00,1.1%,1936.67,19,35583.66,3.5%,1872.82,0.00,0.00,0.0%,0.00,13,40740.00,2.1%,3133.85,69.00,158483.98,1.1%,2296.87
"AFC-HH-205x46 (METRO 20½x48 Natural Fiber Material)",0.00,0.00,0.0%,0.00,100,3018.00,0.3%,30.18,50,1509.00,0.1%,30.18,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,400,12072.00,1.1%,30.18,0.00,0.00,0.0%,0.00,150,4527.00,0.4%,30.18,0.00,0.00,0.0%,0.00,150,4527.00,0.4%,30.18,0.00,0.00,0.0%,0.00,150,4527.00,0.2%,30.18,1000.00,30180.00,0.2%,30.18
"AFC-HH-265x46 (46-1/2""L x 26.5""H x 3/4""W Filter- Air Return    A/C Evaporator, Bl...",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,200,3960.00,0.2%,19.80,0.00,0.00,0.0%,0.00,200,3960.00,0.2%,19.80,250,4950.00,0.5%,19.80,0.00,0.00,0.0%,0.00,200,3960.00,0.4%,19.80,0.00,0.00,0.0%,0.00,200,3960.00,0.4%,19.80,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,1050.00,20790.00,0.1%,19.80
"AMI-ZLP8141-SP (8x14x1 EXACT Special Standard Capacity Pleat)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,50,420.00,0.0%,8.40,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,60,504.00,0.0%,8.40,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,110.00,924.00,0.0%,8.40
"AMZ","","",,"","","",,"","","",,"","","",,"","","",,"","","",,"","","",,"","","",,"","","",,"","","",,"","","",,"","","",,"",,,,""
"FP 200-3116 (31""x16"" Blue/White media Air Intake Filters)",0.00,0.00,0.0%,0.00,50,390.00,0.0%,7.80,50,390.00,0.0%,7.80,0.00,0.00,0.0%,0.00,318,2480.40,0.1%,7.80,150,1170.00,0.1%,7.80,0.00,0.00,0.0%,0.00,150,1170.00,0.1%,7.80,110,858.00,0.1%,7.80,250,1950.00,0.2%,7.80,50,390.00,0.0%,7.80,255,1989.00,0.1%,7.80,1383.00,10787.40,0.1%,7.80
"P15/350S-1111 (11x11  Hoffman IDF Filters)",600,4414.00,0.8%,7.36,150,1091.50,0.1%,7.28,565,4205.45,0.2%,7.44,250,1882.50,0.2%,7.53,998,7430.28,0.4%,7.45,490,3689.70,0.4%,7.53,1014,7565.04,0.5%,7.46,100,753.00,0.1%,7.53,528,3886.08,0.4%,7.36,790,5948.70,0.6%,7.53,485,3772.10,0.4%,7.78,188,1415.64,0.1%,7.53,6158.00,46053.99,0.3%,7.48
"P15/350S-1212 (12x12  Schneider IDF Filters)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,250,1950.00,0.1%,7.80,100,780.00,0.1%,7.80,0.00,0.00,0.0%,0.00,200,1560.00,0.1%,7.80,0.00,0.00,0.0%,0.00,50,390.00,0.0%,7.80,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,115,897.00,0.1%,7.80,100,753.00,0.0%,7.53,815.00,6330.00,0.0%,7.77
"Total AMZ",600.00,4414.00,0.8%,7.36,200.00,1481.50,0.1%,7.41,865.00,6545.45,0.4%,7.57,350.00,2662.50,0.2%,7.61,1316.00,9910.68,0.5%,7.53,840.00,6419.70,0.6%,7.64,1014.00,7565.04,0.5%,7.46,300.00,2313.00,0.2%,7.71,638.00,4744.08,0.5%,7.44,1040.00,7898.70,0.8%,7.59,650.00,5059.10,0.6%,7.78,543.00,4157.64,0.2%,7.66,8356.00,63171.39,0.4%,7.56
"AWCT09702-CF150MAX (CF150MAX-15  8’  x  1’)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,96,7183.68,0.5%,74.83,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,96.00,7183.68,0.0%,74.83
"AWCT09702S-CF150MAX (CF150MAX- 15  4’  x 1’)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,96,3710.40,0.3%,38.65,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,96.00,3710.40,0.0%,38.65
"BLUE MEDIA  RIGID - CUT (1"" BLUE RIGID MEDIA)",600,4140.00,0.8%,6.90,0.00,0.00,0.0%,0.00,400,2760.00,0.2%,6.90,800,5520.00,0.5%,6.90,400,2760.00,0.1%,6.90,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,120,828.00,0.1%,6.90,200,1380.00,0.1%,6.90,200,1380.00,0.1%,6.90,0.00,0.00,0.0%,0.00,200,1380.00,0.1%,6.90,2920.00,20148.00,0.1%,6.90
"BU- 0537000033 (0537000033  Baffle Strainer 160/250-PREVIO  REF#130 237x310x20)",0.00,0.00,0.0%,0.00,200,304.00,0.0%,1.52,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,200,304.00,0.0%,1.52,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,400.00,608.00,0.0%,1.52
