,"Jan 23","Feb 23","Mar 23","Apr 23","May 23","Jun 23","Jul 23","Aug 23","Sep 23","Oct 23","Nov 23","Dec 23","TOTAL"
,"Qty","Amount","% of Sales","Avg Price","Qty","Amount","% of Sales","Avg Price","Qty","Amount","% of Sales","Avg Price","Qty","Amount","% of Sales","Avg Price","Qty","Amount","% of Sales","Avg Price","Qty","Amount","% of Sales","Avg Price","Qty","Amount","% of Sales","Avg Price","Qty","Amount","% of Sales","Avg Price","Qty","Amount","% of Sales","Avg Price","Qty","Amount","% of Sales","Avg Price","Qty","Amount","% of Sales","Avg Price","Qty","Amount","% of Sales","Avg Price","Qty","Amount","% of Sales","Avg Price"
"Uncategorized","","",,"","","",,"","","",,"","","",,"","","",,"","","",,"","","",,"","","",,"","","",,"","","",,"","","",,"","","",,"",,,,""
"Inventory","","",,"","","",,"","","",,"","","",,"","","",,"","","",,"","","",,"","","",,"","","",,"","","",,"","","",,"","","",,"",,,,""
"MISC (MISC)",60,6296.15,0.8%,104.94,1225,92480.03,9.0%,75.49,10,22504.81,1.7%,2250.48,12,10286.82,0.8%,857.24,39,8890.50,0.8%,227.96,1020,99318.95,9.4%,97.37,0,0.00,0.0%,0.00,2,2829.78,0.3%,1414.89,9,7403.75,0.8%,822.64,6,6670.48,0.7%,1111.75,28,12507.95,0.9%,446.71,7,11268.54,0.8%,1609.79,2418.00,280457.76,2.1%,115.99
"MODULE (99-0018PH-3-04-11-22  #18PH HALF SIZE PLASTIC MODULE FILLED)",18,5966.16,0.7%,331.45,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,2,166.23,0.0%,83.12,298,90973.05,8.6%,305.28,1,87.68,0.0%,87.68,16,4963.52,0.6%,310.22,20,7032.04,0.8%,351.60,0.00,0.00,0.0%,0.00,2,133.12,0.0%,66.56,4,954.40,0.1%,238.60,361.00,110276.20,0.8%,305.47
"MV 95 MEDIA  Cut (MERV 16 MEDIA Cut to)",212,1427.60,0.2%,6.73,0.00,0.00,0.0%,0.00,1,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,1,65.00,0.0%,65.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,650,3803.50,0.3%,5.85,0.00,0.00,0.0%,0.00,864.00,5296.10,0.0%,6.13
"MZE-SPECIAL (MZE-SPECIAL)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,208,3109.12,0.2%,14.95,208.00,3109.12,0.0%,14.95
"MZP-SPECIAL (MZP-SPECIAL)",0.00,0.00,0.0%,0.00,1,6.64,0.0%,6.64,24,518.64,0.0%,21.61,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,5,139.50,0.0%,27.90,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,30.00,664.78,0.0%,22.16
"N0214B26 (12.75"" x 26"" Open-Closed Cylindrical Cartridge Blended Cellulose w/ nan...",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,520,45198.40,4.8%,86.92,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,520.00,45198.40,0.3%,86.92
"NXT-GT Canister",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,4,311.42,0.0%,77.86,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,1080,84083.40,5.8%,77.86,1084.00,84394.82,0.6%,77.86
"NXT-VEE-SOCK 1/1 (4V SOCK 24x24x12 V-Bank Filters   for NxtNano V Cell)",36,572.40,0.1%,15.90,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,36,572.40,0.0%,15.90,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,36,572.40,0.1%,15.90,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,36,572.40,0.1%,15.90,36,572.40,0.0%,15.90,0.00,0.00,0.0%,0.00,180.00,2862.00,0.0%,15.90
"P-Clips (P- Clips)",0.00,0.00,0.0%,0.00,3168,5860.80,0.6%,1.85,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,3168.00,5860.80,0.0%,1.85
"P15/150S Cut Pad (Cut Piece P15/150S)",1,25.00,0.0%,25.00,35,385.00,0.0%,11.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,5,3578.05,0.4%,715.61,0.00,0.00,0.0%,0.00,30,1422.75,0.2%,47.43,750,2905.50,0.3%,3.87,202,999.40,0.1%,4.95,20,93.00,0.0%,4.65,1043.00,9408.70,0.1%,9.02
"P15/150S Roll (P15/150S Viledon Bulk Roll 78.75"" x 131'3"" x ½"")",5,7533.70,0.9%,1506.74,1,1334.74,0.1%,1334.74,1,1506.74,0.1%,1506.74,2,1978.96,0.2%,989.48,1,1363.22,0.1%,1363.22,1,1334.74,0.1%,1334.74,0.00,0.00,0.0%,0.00,3,3616.83,0.4%,1205.61,0.00,0.00,0.0%,0.00,1,1363.22,0.1%,1363.22,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,15.00,20032.15,0.2%,1335.48
"P15/350-244196 (1200 V2-SERIE B   Drw# AQP3587IGJ01     620x497mm (24.4""x19.6""))",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,176,2127.84,0.2%,12.09,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,176.00,2127.84,0.0%,12.09
"P15/350-539242-N (1600 V2-SERIE B    Drw# AQP3607IGJ01     1370x615mm  w/140x373m...",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,176,5484.16,0.4%,31.16,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,176.00,5484.16,0.0%,31.16
"P15/350S Cut Pad (Cut Piece P15/350S)",519,7620.75,0.9%,14.68,710,4825.09,0.5%,6.80,240,2439.85,0.2%,10.17,101,1556.73,0.1%,15.41,4530,12974.94,1.2%,2.86,3714,10585.24,1.0%,2.85,279,1490.38,0.2%,5.34,1595,7780.07,0.9%,4.88,203,929.49,0.1%,4.58,921,3214.51,0.3%,3.49,864,10387.69,0.8%,12.02,525,1224.68,0.1%,2.33,14201.00,65029.42,0.5%,4.58
"P15/350S Roll (P15/350S Viledon Bulk Roll 78.75"" x 98'4"" x ½"")",2,2430.00,0.3%,1215.00,3,3645.00,0.4%,1215.00,0.00,0.00,0.0%,0.00,11,12859.22,1.0%,1169.02,0.00,0.00,0.0%,0.00,4,4860.00,0.5%,1215.00,0.00,0.00,0.0%,0.00,2,2804.44,0.3%,1402.22,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,1,1402.22,0.1%,1402.22,23.00,28000.88,0.2%,1217.43
"P15/500S Cut Pad (Cut Piece P15/500S)",212,578.80,0.1%,2.73,200,520.00,0.1%,2.60,302,1184.22,0.1%,3.92,227,2383.00,0.2%,10.50,0.00,0.00,0.0%,0.00,4,224.50,0.0%,56.13,401,1624.00,0.2%,4.05,1380,11156.08,1.2%,8.08,238,12490.02,1.4%,52.48,424,1300.60,0.1%,3.07,1254,4150.44,0.3%,3.31,200,610.00,0.0%,3.05,4842.00,36221.66,0.3%,7.48
"P15/500S Roll (P15/500S Viledon Bulk Roll 78.75"" x 65'7"")",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,1,938.25,0.1%,938.25,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,2,1908.00,0.2%,954.00,1,886.52,0.1%,886.52,3,2760.60,0.3%,920.20,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,7.00,6493.37,0.0%,927.62
"PA/560 G-10 (Bulk Roll 83""x65'   PA/560 G-10 (2x20)M)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,12,14925.84,1.1%,1243.82,0.00,0.00,0.0%,0.00,12.00,14925.84,0.1%,1243.82
"PA/560 G-10 Cut Media (Cut Piece PA/560 G-10)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,48,2804.00,0.3%,58.42,6,592.38,0.1%,98.73,360,1562.40,0.2%,4.34,0.00,0.00,0.0%,0.00,4,0.00,0.0%,0.00,18,693.00,0.1%,38.50,0.00,0.00,0.0%,0.00,436.00,5651.78,0.0%,12.96
"PAR 10 RED MEDIA (20½"" x 31' x 1"" RED MVS302)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,1,120.00,0.0%,120.00,0.00,0.00,0.0%,0.00,4,316.84,0.0%,79.21,5.00,436.84,0.0%,87.37
"PAR 20 BLUE MEDIA (26½"" x 20' x 2"" BLUE)",10,453.20,0.1%,45.32,0.00,0.00,0.0%,0.00,10,453.20,0.0%,45.32,0.00,0.00,0.0%,0.00,4,637.72,0.1%,159.43,6,271.92,0.0%,45.32,0.00,0.00,0.0%,0.00,6,271.92,0.0%,45.32,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,36.00,2087.96,0.0%,58.00
"PD312-12-CG (HILCO Absorbing Filter)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,4,1060.00,0.1%,265.00,4.00,1060.00,0.0%,265.00
"PD718-12-CN (HILCO Cartridge)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,4,336.00,0.0%,84.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,4.00,336.00,0.0%,84.00
"PELLET MEDIA",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,1440,119995.20,9.2%,83.33,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,1440.00,119995.20,0.9%,83.33
"PH312-01-CG (PH312-01-CG Hilco Filter Cartridge)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,12,1192.80,0.1%,99.40,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,12.00,1192.80,0.0%,99.40
"PH312-10-CG (PH312-10-CG Hilco Filter Cartridge)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,4,376.00,0.0%,94.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,4.00,376.00,0.0%,94.00
"PH312-12-CG (Spare Cartridges, Packed 4/case)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,4,456.00,0.0%,114.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,4.00,456.00,0.0%,114.00
"PH414-12-CG (HILCO Filter Cartridge)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,4,564.00,0.0%,141.00,4.00,564.00,0.0%,141.00
"PH414-12-CGV (HILCO Filter Cartridge)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,8,944.00,0.1%,118.00,8.00,944.00,0.0%,118.00
"PH511-12-C (HILCO HP Filter Element)",0.00,0.00,0.0%,0.00,4,416.00,0.0%,104.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,4.00,416.00,0.0%,104.00
"PH518-03-CG (PH518-03-CG HILCO Filter Element     )",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,4,492.00,0.0%,123.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,4.00,492.00,0.0%,123.00
"PH530-03-CGVJ (HILCO ANTI-STATIC CARTRIDGE)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,12,4488.00,0.3%,374.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,16,5984.00,0.4%,374.00,0.00,0.00,0.0%,0.00,28.00,10472.00,0.1%,374.00
"PH718-01-CN (PH718-01-CNVGE HILCO Filter Cartridge)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,4,492.00,0.0%,123.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,48,6168.00,0.4%,128.50,0.00,0.00,0.0%,0.00,52.00,6660.00,0.1%,128.08
"PH718-03-CN (HILCO Filter Element)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,20,2080.00,0.2%,104.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,20.00,2080.00,0.0%,104.00
"PH718-10-CN (HILCO Filter Element)",0.00,0.00,0.0%,0.00,8,752.00,0.1%,94.00,4,408.00,0.0%,102.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,12.00,1160.00,0.0%,96.67
"PH718-11-CN (HILCO Filter Element)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,20,3180.00,0.2%,159.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,20.00,3180.00,0.0%,159.00
"PH718-12-CN (PH718-12-CN)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,8,912.00,0.1%,114.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,8.00,912.00,0.0%,114.00
"PH739-03-CGV (HILCO FILTER ELEMENT)",4,1136.00,0.1%,284.00,0.00,0.00,0.0%,0.00,4,1170.08,0.1%,292.52,0.00,0.00,0.0%,0.00,5,1169.48,0.1%,233.90,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,4,1170.08,0.1%,292.52,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,4,1172.00,0.1%,293.00,21.00,5817.64,0.0%,277.03
"PH739-05-CG (HILCO Pleated Industrial Cartridge)",0.00,0.00,0.0%,0.00,14,4550.00,0.4%,325.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,14.00,4550.00,0.0%,325.00
"PH739-12-CGV (HILCO Filter Element)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,4,1404.00,0.1%,351.00,4.00,1404.00,0.0%,351.00
"PL310-10-C (HILCO Filter Cartridge)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,4,156.00,0.0%,39.00,4.00,156.00,0.0%,39.00
"PL310-12-BC (HILCO Filter Cartridge)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,8,388.56,0.0%,48.57,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,8.00,388.56,0.0%,48.57
"PL518-10-C (PL518-10-C Cartridge)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,16,1355.68,0.1%,84.73,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,16.00,1355.68,0.0%,84.73
"PL718-05-CN (PL718-05-CN Filter Cartridge)",60,1989.00,0.2%,33.15,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,200,6970.00,0.8%,34.85,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,24,955.20,0.1%,39.80,284.00,9914.20,0.1%,34.91
"PL718-05-N (PL718-05-CN Filter Cartridge)",12,576.00,0.1%,48.00,0.00,0.00,0.0%,0.00,12,648.00,0.0%,54.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,24.00,1224.00,0.0%,51.00
"PL718-10-CN (Seal Oil Filter Cartridge  (Direct Replacement for Parker FP718-10 ))",0.00,0.00,0.0%,0.00,12,528.00,0.1%,44.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,12.00,528.00,0.0%,44.00
"POG10P2SH (10u #2 Bag Polypro/Felt Glzd POG10P2SH)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,100,867.00,0.1%,8.67,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,100.00,867.00,0.0%,8.67
"POG5P2SH (5u #2 Bag Polypro/Felt Glzd	POG5P2SH)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,100,1064.00,0.1%,10.64,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,100.00,1064.00,0.0%,10.64
"Poly Panel-Special (Poly Panel Special)",3,82.18,0.0%,27.39,11,358.58,0.0%,32.60,4,108.18,0.0%,27.05,58,1796.76,0.1%,30.98,11,358.58,0.0%,32.60,4,108.18,0.0%,27.05,3,91.10,0.0%,30.37,0.00,0.00,0.0%,0.00,9,229.88,0.0%,25.54,0.00,0.00,0.0%,0.00,9,157.16,0.0%,17.46,4,108.18,0.0%,27.05,116.00,3398.78,0.0%,29.30
"PPSG-010-WS-PD2 Water Filter (PPSG-010-WS-PD2 Water Filter   aka USA Blue Book P/...",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,56,997.36,0.1%,17.81,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,100,1516.00,0.1%,15.16,156.00,2513.36,0.0%,16.11
"PS511-040-CRF (HILCO Filter Element)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,8,3632.00,0.3%,454.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,8.00,3632.00,0.0%,454.00
"PS518-025-CG (HILCO Filter Cartridge)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,8,4272.00,0.4%,534.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,8.00,4272.00,0.0%,534.00
"PSB/290 Cut Pad (PSB/290S Cut Piece)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,110,840.40,0.1%,7.64,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,150,1146.00,0.1%,7.64,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,40,293.20,0.0%,7.33,4,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,304.00,2279.60,0.0%,7.50
"PSB/290 S Roll (PSB/290S Viledon Bulk Roll 78.75"" x 65'6"")",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,2,26.48,0.0%,13.24,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,2,26.48,0.0%,13.24,2,1650.00,0.2%,825.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,6.00,1702.96,0.0%,283.83
