,"Jan 23","Feb 23","Mar 23","Apr 23","May 23","Jun 23","Jul 23","Aug 23","Sep 23","Oct 23","Nov 23","Dec 23","TOTAL"
,"Qty","Amount","% of Sales","Avg Price","Qty","Amount","% of Sales","Avg Price","Qty","Amount","% of Sales","Avg Price","Qty","Amount","% of Sales","Avg Price","Qty","Amount","% of Sales","Avg Price","Qty","Amount","% of Sales","Avg Price","Qty","Amount","% of Sales","Avg Price","Qty","Amount","% of Sales","Avg Price","Qty","Amount","% of Sales","Avg Price","Qty","Amount","% of Sales","Avg Price","Qty","Amount","% of Sales","Avg Price","Qty","Amount","% of Sales","Avg Price","Qty","Amount","% of Sales","Avg Price"
"Uncategorized","","",,"","","",,"","","",,"","","",,"","","",,"","","",,"","","",,"","","",,"","","",,"","","",,"","","",,"","","",,"",,,,""
"Inventory","","",,"","","",,"","","",,"","","",,"","","",,"","","",,"","","",,"","","",,"","","",,"","","",,"","","",,"","","",,"",,,,""
"FCC-N (Washer for Canister (withlip))",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,120,157.20,0.0%,1.31,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,26,34.06,0.0%,1.31,0.00,0.00,0.0%,0.00,146.00,191.26,0.0%,1.31
"FF (Filter Frame)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,84,6232.80,0.4%,74.20,84.00,6232.80,0.0%,74.20
"Filter Element",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,12,25601.10,2.3%,2133.43,0.00,0.00,0.0%,0.00,24,2760.00,0.3%,115.00,0.00,0.00,0.0%,0.00,1,2650.00,0.3%,2650.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,37.00,31011.10,0.2%,838.14
"FILTER MAT",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,1,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,1.00,0.00,0.0%,0.00
"FLK-A060095-PF (A060095-PF   Spencer Turbine Filter P/N ELE90044)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,14,1609.86,0.2%,114.99,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,14.00,1609.86,0.0%,114.99
"FLK-C 050360-03x (C050360-03x Natural Gas Filter   5.5"" OD x 4.3"" ID x 36.4""L   )",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,31,14140.65,1.5%,456.15,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,31.00,14140.65,0.1%,456.15
"FLK-D045240-20G (D045240-20G)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,12,897.60,0.1%,74.80,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,12.00,897.60,0.0%,74.80
"FLK02-10408 (AKA HCC8FMS8Z Filter Element)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,6,3635.28,0.4%,605.88,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,6.00,3635.28,0.0%,605.88
"FLK02-18915 (ACB244F244OY1 Filter Element)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,4,6570.84,0.5%,1642.71,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,4.00,6570.84,0.0%,1642.71
"FM200 (Cut Media)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,500,2900.00,0.3%,5.80,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,500.00,2900.00,0.0%,5.80
"FP 200 (Fiberbond Blue / white tack 92""W x 60')",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,1,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,1.00,0.00,0.0%,0.00
"FP 200 SLIT (FP 200 SLIT)",240,1689.60,0.2%,7.04,210,1478.40,0.1%,7.04,205,1389.70,0.1%,6.78,150,1056.00,0.1%,7.04,-100,-610.50,-0.1%,6.11,160,1056.00,0.1%,6.60,100,704.00,0.1%,7.04,105,739.20,0.1%,7.04,100,704.00,0.1%,7.04,674,2499.50,0.3%,3.71,265,1685.60,0.1%,6.36,60,422.40,0.0%,7.04,2169.00,12813.90,0.1%,5.91
"Freight - PP & Add (Freight from factory of origin paid by buyer;  Prepaid & Adde...",43,20164.00,2.4%,468.93,49,20772.74,2.0%,423.93,44,22477.60,1.7%,510.85,39,16542.14,1.3%,424.16,38,17971.92,1.6%,472.95,41,19892.47,1.9%,485.18,25,9746.47,1.0%,389.86,33,17556.78,2.0%,532.02,22,14578.92,1.6%,662.68,27,28441.88,3.0%,1053.40,38,26679.30,1.9%,702.09,37,31186.83,2.1%,842.89,436.00,246011.05,1.9%,564.25
"G36T5L/4P-NORM (39W T5 GERMICIDAL UV TUBE SINGLE ENDED  4-PIN 10,000HR 33.31""L X ...",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,10,682.80,0.1%,68.28,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,10.00,682.80,0.0%,68.28
"G8 Cube 1/1 (Poly Shield Cube 24x24x15, 12/box)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,1140,21249.60,1.6%,18.64,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,1140.00,21249.60,0.2%,18.64
"G8 Cube 1/2 (Poly Shield Cube 12x24x15, 12/box)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,120,1923.60,0.1%,16.03,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,120.00,1923.60,0.0%,16.03
"GC312-00-CGHVT (HILCO Gas Coalescer Filter Element)",0.00,0.00,0.0%,0.00,12,3684.00,0.4%,307.00,0.00,0.00,0.0%,0.00,4,1192.00,0.1%,298.00,4,1228.00,0.1%,307.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,20.00,6104.00,0.0%,305.20
"GC312-00-CGV (HILCO Filter Element)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,4,859.52,0.1%,214.88,0.00,0.00,0.0%,0.00,8,1807.52,0.1%,225.94,0.00,0.00,0.0%,0.00,12.00,2667.04,0.0%,222.25
"GC414-00-CGV (HILCO COALESCER CARTRIDGE)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,8,1784.00,0.2%,223.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,8.00,1784.00,0.0%,223.00
"GDS-SPECIAL (Special Glass Double Strut Disposable)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,36,336.24,0.0%,9.34,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,36.00,336.24,0.0%,9.34
"GDS12301 (12x30x1 Glass Double Strut Disposable)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,504,2242.80,0.2%,4.45,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,504.00,2242.80,0.0%,4.45
"GDS14241 (14x24x1 Glass Double Strut Disposable)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,180,891.00,0.1%,4.95,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,132,687.72,0.1%,5.21,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,312.00,1578.72,0.0%,5.06
"GDS20251 (20x25x1 Glass Double Strut Disposable)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,16,88.00,0.0%,5.50,0.00,0.00,0.0%,0.00,16.00,88.00,0.0%,5.50
"H9046-Hydraulic Element ( Baldwin H9046- Filter, HYD (OEMPC))",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,5,935.00,0.1%,187.00,0.00,0.00,0.0%,0.00,5.00,935.00,0.0%,187.00
"HEPA (P/N 41706HC  24x24x11.5 HC 99.99%)",0.00,0.00,0.0%,0.00,16,5522.57,0.5%,345.16,42,21599.80,1.7%,514.28,4,3052.40,0.2%,763.10,16,14181.52,1.3%,886.35,3,490.26,0.0%,163.42,0.00,0.00,0.0%,0.00,63,40936.21,4.6%,649.78,0.00,0.00,0.0%,0.00,5,3916.10,0.4%,783.22,76,38620.51,2.8%,508.16,3,320.10,0.0%,106.70,228.00,128639.47,1.0%,564.21
"HIAS-Aluminum (Aluminum Screen Air Filter)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,3,124.01,0.0%,41.34,0.00,0.00,0.0%,0.00,3.00,124.01,0.0%,41.34
"HILCO (HILCO)",1,249.00,0.0%,249.00,2,21556.00,2.1%,10778.00,0.00,0.00,0.0%,0.00,12,1584.00,0.1%,132.00,21,15377.00,1.4%,732.24,14,5020.00,0.5%,358.57,3,617.84,0.1%,205.95,19,12774.42,1.4%,672.34,5,150.00,0.0%,30.00,109,38056.00,4.0%,349.14,30,31508.58,2.3%,1050.29,33,67106.59,4.6%,2033.53,249.00,193999.43,1.5%,779.11
"HP311-12-GE (HP311-12-GE Cartridge)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,100,15000.00,1.2%,150.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,4,656.00,0.1%,164.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,2,330.00,0.0%,165.00,106.00,15986.00,0.1%,150.81
"HT718-00-03ZXC0 (Filter Element)",0.00,0.00,0.0%,0.00,20,2630.00,0.3%,131.50,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,20.00,2630.00,0.0%,131.50
"HT718-00-CN (HILCO Hilite Cartridge – Fullers Earth)",0.00,0.00,0.0%,0.00,8,752.00,0.1%,94.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,8.00,752.00,0.0%,94.00
"HVP-SPECIAL (Special High Capacity Pleat)",7,260.58,0.0%,37.23,17,322.34,0.0%,18.96,69,1368.02,0.1%,19.83,145,3624.06,0.3%,24.99,145,2304.11,0.2%,15.89,251,4576.80,0.4%,18.23,74,1583.03,0.2%,21.39,189,3326.23,0.4%,17.60,174,2991.25,0.3%,17.19,301,6088.41,0.6%,20.23,444,6528.22,0.5%,14.70,247,6626.94,0.5%,26.83,2063.00,39599.99,0.3%,19.20
"HVPXM-SPECIAL (HVPXM SPECIAL)",23,313.47,0.0%,13.63,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,24,328.83,0.0%,13.70,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,9,283.59,0.0%,31.51,216,4475.52,0.5%,20.72,0.00,0.00,0.0%,0.00,9,283.59,0.0%,31.51,281.00,5685.00,0.0%,20.23
"Ingersoll Rand",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,2,3700.00,0.4%,1850.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,2.00,3700.00,0.0%,1850.00
"Kuul Pad 60 (Kuul Control PowerGT  w/DuraPro Edge 60x12x12)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,93,7001.04,0.5%,75.28,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,93.00,7001.04,0.1%,75.28
"Kuul Pad 72 (Kuul Control PowerGT w/DuraPro Edge 72x12x12)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,186,15956.94,1.2%,85.79,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,186.00,15956.94,0.1%,85.79
"LA03372-50 (Airlay3 0.33 OZ x 0.25"" x 72.0 x 50.0 Yard)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,150,641.50,0.1%,4.28,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,1,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,151.00,641.50,0.0%,4.25
"LABOR (LABOR)",134,61641.42,7.4%,460.01,390,118282.23,11.5%,303.29,112,162325.91,12.5%,1449.34,59,184836.01,14.2%,3132.81,71,86998.93,8.0%,1225.34,2066,96519.13,9.1%,46.72,662.25,77481.72,8.1%,117.00,105,56828.40,6.3%,541.22,216,72844.19,8.0%,337.24,32,43928.00,4.6%,1372.75,1579,129153.98,9.4%,81.79,44,233644.28,16.0%,5310.10,5470.25,1324484.20,10.1%,242.12
"LABOR-FF (Final Filter Removal/ Installation/ Disposal)",82,4615.00,0.6%,56.28,25,4220.08,0.4%,168.80,64,512.00,0.0%,8.00,23,3343.00,0.3%,145.35,882,22435.18,2.1%,25.44,261,19224.00,1.8%,73.66,2,9068.10,1.0%,4534.05,6,5265.08,0.6%,877.51,28,9526.90,1.0%,340.25,3,8334.00,0.9%,2778.00,7,2065.45,0.2%,295.06,1,465.00,0.0%,465.00,1384.00,89073.79,0.7%,64.36
"LABOR-INSP",5,2475.00,0.3%,495.00,6,2700.00,0.3%,450.00,8,3550.00,0.3%,443.75,3,1725.00,0.1%,575.00,7,3150.00,0.3%,450.00,7,3100.00,0.3%,442.86,4,1925.00,0.2%,481.25,4,1600.00,0.2%,400.00,6,2900.00,0.3%,483.33,3,1450.00,0.2%,483.33,4,1800.00,0.1%,450.00,7,5555.00,0.4%,793.57,64.00,31930.00,0.2%,498.91
"LABOR-PF (Pre Filter Removal/ Installation/ Disposal)",1770,33403.61,4.0%,18.87,1555,25472.72,2.5%,16.38,1550,15865.53,1.2%,10.24,1574,28940.59,2.2%,18.39,2249,28327.13,2.6%,12.60,895,6934.58,0.7%,7.75,772,26073.47,2.7%,33.77,721,13361.88,1.5%,18.53,1808,39532.08,4.4%,21.87,550,24378.15,2.6%,44.32,1016,31249.75,2.3%,30.76,13,19828.99,1.4%,1525.31,14473.00,293368.48,2.2%,20.27
"LD10005072 (0.5"" x 55"" x 180' White Media)",0.00,0.00,0.0%,0.00,1,294.90,0.0%,294.90,0.00,0.00,0.0%,0.00,150,877.50,0.1%,5.85,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,151.00,1172.40,0.0%,7.76
"LD10005074 (V-Deck 1oz 0.5"" x 74"" x 60 Yards)",0.00,0.00,0.0%,0.00,750,5386.50,0.5%,7.18,0.00,0.00,0.0%,0.00,500,3900.50,0.3%,7.80,0.00,0.00,0.0%,0.00,750,5363.00,0.5%,7.15,0.00,0.00,0.0%,0.00,150,948.00,0.1%,6.32,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,450,3493.00,0.2%,7.76,2600.00,19091.00,0.1%,7.34
"LH07521 (LowMelt H 0.75 oz x 21.0"" x 30.0 Yard)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,1,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,1.00,0.00,0.0%,0.00
"LH07572 (LowMelt H 0.75 oz x 72.0"" x 30.0 Yard)",0.00,0.00,0.0%,0.00,6,144.78,0.0%,24.13,1,209.45,0.0%,209.45,6,144.78,0.0%,24.13,6,144.78,0.0%,24.13,0.00,0.00,0.0%,0.00,6,144.78,0.0%,24.13,6,144.78,0.0%,24.13,0.00,0.00,0.0%,0.00,1,209.45,0.0%,209.45,8,563.68,0.0%,70.46,0.00,0.00,0.0%,0.00,40.00,1706.48,0.0%,42.66
"LH07574 (LowMelt H 0.75 oz x 74.0"" x 30.0 Yard)",7,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,7,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,14.00,0.00,0.0%,0.00
"LH07590 (LowMelt H 0.75 oz x 90.0"" x 30.0 Yard)",60,4385.44,0.5%,73.09,1011,5212.49,0.5%,5.16,11,163.24,0.0%,14.84,818,4566.00,0.4%,5.58,20,3951.48,0.4%,197.57,1306,6376.99,0.6%,4.88,8,48.24,0.0%,6.03,331,3287.49,0.4%,9.93,370,5912.94,0.7%,15.98,19,233.54,0.0%,12.29,14,627.01,0.0%,44.79,1610,12309.54,0.8%,7.65,5578.00,47074.40,0.4%,8.44
"LH07590-1288.6 (LH07590  12.88 x 6 Filter Pad)",600,966.00,0.1%,1.61,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,600.00,966.00,0.0%,1.61
"M-MVH-Gel-242412 (MVH-610/610/292-5/6-13AJNG-32-NT-BIBO  HEPA Gel Seal Extractor ...",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,3,1866.00,0.1%,622.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,1,622.00,0.1%,622.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,2,1244.00,0.1%,622.00,0.00,0.00,0.0%,0.00,6.00,3732.00,0.0%,622.00
"M11-SPECIAL (M11-SPECIAL)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,96,1773.12,0.2%,18.47,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,72,1356.66,0.2%,18.84,0.00,0.00,0.0%,0.00,96,1808.64,0.2%,18.84,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,264.00,4938.42,0.0%,18.71
"M13-SPECIAL (SPECIAL MERV 13 Pleated Filter)",0.00,0.00,0.0%,0.00,17,463.13,0.0%,27.24,8,168.92,0.0%,21.12,108,2885.16,0.2%,26.71,92,3334.12,0.3%,36.24,24,1076.16,0.1%,44.84,0.00,0.00,0.0%,0.00,39,1218.63,0.1%,31.25,48,1179.12,0.1%,24.57,4,87.12,0.0%,21.78,72,2444.16,0.2%,33.95,0.00,0.00,0.0%,0.00,412.00,12856.52,0.1%,31.21
"MAGGD1625A3OX (16 x 25 x 6 MERV 14 - 900 Series Metal Dbl HDR Nominal Magna Std Cap)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,4,598.64,0.1%,149.66,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,4.00,598.64,0.0%,149.66
"MAGGD2025A3OX (20 x 25 x 6. MERV 14 - 900 Series Metal Dbl HDR Nominal Magna Std ...",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,6,946.86,0.1%,157.81,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,6.00,946.86,0.0%,157.81
"MEDIA",127,3162.21,0.4%,24.90,9,1447.47,0.1%,160.83,9,1447.47,0.1%,160.83,1,33.50,0.0%,33.50,0.00,0.00,0.0%,0.00,6,272.40,0.0%,45.40,6,214.85,0.0%,35.81,0.00,0.00,0.0%,0.00,4,205.68,0.0%,51.42,1,33.50,0.0%,33.50,2,102.84,0.0%,51.42,2,67.00,0.0%,33.50,167.00,6986.92,0.1%,41.84
"MFK-032-39 (FRANKIE FILTER MFK-032-39)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,36,1701.72,0.1%,47.27,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,36.00,1701.72,0.0%,47.27
